  575387.500 4206069.384    3136.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4205452.987    3337.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4204961.297    3471.800 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4204482.177    3638.400 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4204007.135    3746.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575387.500 4203832.138    3785.400 43 1 3F01                                               LM   TIME        futai                   meters              ms    
  575262.500 4211002.948    1134.800 43 1 1F01                                               LM   TIME        futai                   meters              ms    
  575262.500 4210765.429    1210.600 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575262.500 4210527.908    1284.200 43 1 2F01                                               LM   TIME        futai                   meters              ms    
  575262.500 4210273.736    1343.000 43 1 2F01                                               LM   TIME        futai                   meters              ms    
